id,shifting,unp,unp1,unp2,unp3,unp4,unp5,unp6,unp7,unp8,unp9,unp10,unp11,unp12,unp13,unp14,unp15,unp16,unp17,unp18,unp19,unp20,unp21,unp22,unp23,unp24,unp25,unp26,unp27,unp28,unp29,unp30,unp31,unp32,unp33,unp34,unp35,unp36,unp37,unp38,unp39,unp40,unp41,unp42,unp43,unp44,unp45,unp46,unp47,unp48,unp49,unp50,unp51,unp52,unp53,unp54,unp55,unp56,unp57,unp58,unp59,unp60,unp61,unp62,unp63,unp64,unp65,unp66,unp67,unp68,unp69,unp70,unp71,unp72,unp73,unp74,unp75,unp76,unp77,unp78,unp79,unp80,unp81,unp82,unp83,unp84,unp85,unp86,unp87,unp88,unp89,unp90,unp91,unp92,unp93,unp94,unp95,unp96,unp97,unp98,unp99,unp100
1,0.3867241073333336,0.3152153076766038,0.9161240313370614,-0.4024136039566669,0.3390315682447683,0.273303686827417,-0.2757090797551607,0.011054875571186618,0.22853565143409005,-0.061887230595412346,0.18607356385417667,0.3984617246312235,1.3261677969230294,0.34657382669917786,0.25021254607194765,0.3554495028623424,0.27927501716882397,-0.30914094285826166,0.12078958675117085,0.15008567624872715,1.3621427854700703,0.36900854303245,0.7245910488473177,0.902274957815014,0.6919803119959507,-0.02224940208662568,0.5177135418228761,1.2475760817378607,-0.02059195678639042,0.6928654080827008,0.5000867926149942,0.2070204188719553,0.4950024270206911,-0.1557371398302389,0.0030764682703363633,0.7050795760707158,0.47355203425361514,-0.12306435666873572,0.5187168995093584,0.7334391650034344,0.011325280017457473,0.25396464524247864,0.7233118933210703,0.980021315438855,0.16913237155203686,0.8141642937719431,0.8256956557379564,1.0883762194577333,-0.18834579529810025,-0.472789989287726,0.5980279776319446,0.2339310649383776,0.1341783601426227,-0.02074664286434108,0.07345368196635063,0.3366683172269963,0.7758034342661495,0.20645262215220114,0.006783446292142725,0.3035744899362209,0.19929200452136503,-0.06953984638383637,-0.6838119198947021,0.7858880871034577,-0.5363719124640093,-0.037970517176965146,0.07902230569954058,0.43690288769279256,0.002906575322158378,-0.7609564195080458,0.008166818878847959,0.7812667008057765,-0.1291136112450218,0.4222837844582608,0.20317093714434004,0.18109167531639941,0.1581181545085571,0.7928331708496202,-0.08765884292087006,0.03802653798180894,0.9201246179948372,-0.049900312284505366,0.43477169247091685,-0.6917374951495336,-0.08611882673267884,0.25159471295226643,0.9556402842338033,-0.7006635595097845,0.8636078018235949,0.16424935400660765,0.7513250019370483,0.0989866872584817,0.4992012702079428,1.063805546686074,0.7434095086627848,1.3036819606954233,-0.05632806910078053,-0.17674560322996874,0.17521594737233062,-0.4461393335442826,0.021316352965963736,0.6119353692051155
2,0.12103563866666645,-0.8319182311921177,-0.8195220851316692,-0.1706941254930986,-0.777099231592929,-1.4636409582173158,-0.6613571879967203,-1.2352255080369576,-0.8723102734385909,-0.8501280267225791,-0.36107356803504087,-0.1159976179326434,-2.325174634696552,-0.6608818016951508,0.30280772066290396,-1.5797970247537885,-1.0219596048245179,-0.9917886978708005,-0.8020714861914844,-1.4003786618659446,-1.0022903407626889,-1.7472301079776527,-0.978502376301122,-1.0300604538688258,-0.46391058102433613,-0.6859086846957162,-0.423055303101135,-1.0036770086527271,-0.8965495943867736,-0.8173935301407287,-0.3195363925409538,-0.5555373493945979,-0.329240595361032,-0.5619141550545459,-0.3475320323430327,-0.639872488655553,-0.7175210693647697,-1.0024540444819963,-1.8063290013586584,-1.9608464056851962,-1.53324302550969,0.01678575336446919,-1.0919412645947824,-1.031733659761232,-0.5445761906240771,-0.8571841425566458,-0.5876726211126498,-0.9357768639069419,-0.18906712149563143,0.34247057960617144,-0.7761597699704622,-0.18162334641980094,-0.7444445303034858,-0.44518975117308324,-2.015953160154486,-0.9043145406676716,-0.33657938564512346,-1.1009802767341208,-1.0683595633449432,-1.3553347579884294,-1.376456532687995,-1.0110235858424435,-1.0626606059948176,-0.5498248500240839,-0.10383536678339023,-0.5632771084802186,-1.462587578288682,-0.7100842390695908,-0.6777117401832298,-0.550712117019889,-0.6921262241291303,-1.158618785272565,-0.77872664242899,0.016809693611376186,-0.8908771949552095,-1.1849568405194284,-1.0909540439849021,-0.36232054146567255,-0.43397275022058734,-0.9616550613263954,-1.6173509608545316,-0.6498396891893609,-1.719155597580251,-0.7469159622454751,-0.6242037192767691,-1.091432419915365,-1.05016978698148,-1.111660721675029,-1.7155697969151331,-1.017353537984772,-1.6564762493025564,-1.5303554989168193,-0.7763020326450258,-0.23354109537341672,-0.8515827759003516,-0.5638253114882059,-1.4712144055538192,-0.732481898109996,-1.3165428786883642,-2.0842947402399283,-0.38216358373075565,-0.3629409400189314
3,0.00154869666666668,-0.6093582707163008,-0.5605514987129144,-0.29372467038378935,-0.5910492174933994,0.3160614181708622,-0.9730284626587207,-0.1479390952242124,-0.17805316769213647,-0.3664150840038972,-1.2565706275511592,-0.5853146628267051,-0.06333517370402308,-0.0767861774948323,-1.292942454789848,0.011464048728317966,-0.8662924658544493,-0.5343539932479596,-0.41291505931364225,0.19661355311710915,0.19626212472180515,0.05502144292778277,0.4010875295613121,-1.4578519789884348,-0.7054805036062937,-0.4423976681240444,-1.7244907872132162,0.024573989036343002,-0.5468999886228306,-0.29073859497860277,0.02761196176858083,-0.051954549285951446,0.6116450292158555,-0.25896591341488717,-0.5955878163619465,-1.4046991017764923,-0.45513825004121405,-1.0821935758151924,-0.5465413924065414,-0.4959851229583635,-0.518170833011167,-0.028754383638519232,-0.566500499468692,-1.0710858294971455,-1.361168212643007,-0.23639371856167607,-1.2091186091499049,-0.8182316601925448,-0.7344793573887421,-0.7484325089278238,-0.9620175934363577,-0.0196772393554564,-0.5294561654783141,-0.5629450992576557,-0.4210596895059989,-0.8611490030351353,-1.3722230459334201,-0.6554925443131695,-1.0984916692221474,-1.323433191440175,-1.4194769397777933,-0.7172511688436676,-1.2594777738981862,0.22481359697957592,-1.3458326878202684,-0.7432601436574544,-1.145695053416484,-0.9086243615830243,-0.615966679530543,-0.5512998285613154,-0.6525548006240274,0.4665432639464946,-1.0191358265375503,-0.2947552033846712,0.46092861781082406,-1.2154364491323628,-0.5135920008254562,-0.5434334127870581,-0.8113646448243166,-0.4417414100333678,-0.9427735988290494,-0.9370175933163419,0.006418723691683614,-0.29540820253044575,-0.6142160907998091,-0.26297361336772956,-1.0382657989167337,-0.5837872490696606,-1.2502444843926952,-0.9524337751524632,-0.2916406814318088,-0.689824277794478,0.025152727088068927,-1.0431968755439966,-0.8385817817450782,-0.6667894763860749,-0.42957721688700723,-0.7732562645181645,-0.9885910270207063,-0.4779347336856236,-0.8923880002798599,-0.8552761088650064
4,0.15527531333333333,-0.8015220547931744,-1.1645745584636087,-0.7371287984434073,-0.6664359163958101,-0.9952602204030845,-0.45271156890598735,-0.8182671848145476,-0.3955605630263305,-0.6592668387714413,-0.6911763979144114,0.3011586955926632,-0.7821260194236861,-0.9972160718968349,-0.40236268977691386,-1.6176656158098965,-0.47109616602711263,-1.2408966366818324,-0.6414399247686672,-0.2053031319585149,-0.21643112315392288,-0.6753983875587529,-0.13306060202091308,-0.41605783716913997,-1.0921035903369587,-0.4295078995239014,-0.5582417138438913,-1.424956450617496,-0.8492939013702857,-0.9242967573256274,-0.9462779033892711,-0.18347985816974632,-0.7499546274257045,-1.1132575772966586,-0.12180822767678123,-0.713684153789469,-1.5446204793534353,-0.34850349388690866,-0.40590325282748374,-0.15799126171037037,-0.09039463818908489,-1.53413297031156,-1.416224319712791,-0.8004769354928142,-1.1765005136333022,-1.4029240778619583,-1.0507685399313285,-1.1612591918589898,-0.716973862121042,-0.6254568777772896,-0.2983470387382986,-0.7706027848322077,-0.921806433669897,-1.1330951779990768,-1.56615719481113,-1.0905716164510664,-0.47306964393157397,-1.327855942756993,-1.3720750603024783,-0.21075198462595224,-1.2307409012995913,-0.6103750075991297,-0.887375992075671,-0.14709937855717925,-1.5382142923822335,-1.0836787272536044,-0.6366816765775931,-0.5623464412095585,-0.4996963972313756,-1.9837982345458127,-0.9771115367975046,-0.9061524188753919,-0.7367585934868031,-1.538388764277098,-1.1005689354738173,-0.5670713616557709,-0.6103474582782643,-1.0200594913193182,-0.024446307646721177,-0.6278681123542806,-0.8669180416601245,-0.5551162902756777,-1.104729684282613,-0.8554534890448672,-1.2333460583562643,-0.09659575000254728,-1.6357670737027992,-0.6023525569572962,-0.4138399826600077,-0.7325573994954383,0.001349423822894824,-0.4766143553403645,-1.1339820664781048,-0.45458803278540905,-0.2666877732778835,-1.3387827562477865,-0.8149375346475322,-1.1873288043603394,-0.10784994462581998,-1.1459239879322598,-1.241724454557224,-0.4758119579660872
8,-0.139852593333333,0.9805546549611386,0.43157208944507286,0.8930583740001128,1.2846566296856592,1.2494511170917904,1.4656871812653403,1.7793313331727623,0.8542709416440684,1.9737132031966957,0.8002928880375203,1.264016250359951,0.9396896744294019,0.9360606343734179,1.3098056837147758,0.0628097703956022,0.9221962074095531,1.1107256257177571,1.712871416047956,0.9073753634807785,0.15581174155895294,1.551887448266356,0.7836169643038922,1.8415791615868748,0.5522415279467304,0.2032964372851518,0.5521943728657894,1.5467437523709406,1.3123565516685016,1.5894723422004193,0.8284720309187547,0.7727622709732505,0.8545450935813953,0.621111755668464,0.4718005639201305,0.5407389934031612,1.8548427931272387,0.3706905362849937,0.11982909436231926,1.1076595454349811,0.5059455550472101,1.2649639251319642,0.8307526090828374,0.6995158222452253,0.4153759579207087,1.1322182692480156,1.6200089669747029,0.8106539335863203,0.7823052683606914,1.0926286273766175,0.4255260294566221,1.0981710224821646,1.088048457095521,1.0264233061389745,1.1360367568145628,1.9860026166977123,1.2459530464068813,0.9424914877991111,1.105929032011307,1.0884418504651112,1.069585464596262,0.6318667583784479,0.49956619500383664,0.2575113494727005,0.04400900127286611,1.1354529420116424,1.4788757160956516,0.21966416336202,0.7890106024122814,0.5068957542879359,1.1362930337665547,1.6522200334682027,1.309841105557543,1.493902264582831,0.6031273780322841,0.6663210967877525,2.3679296731361124,1.8119680536070015,0.9381752828799687,1.159463968047253,1.3156987631175001,0.8738514105931646,1.1334617689451478,1.5440192173265133,1.3213860999735252,0.44032320122888713,1.0020382820994609,0.5859037433849015,0.4170398543696914,0.8355021568135438,0.03401112883711366,1.1520614545937111,0.014785122894903635,0.8232816181357985,0.8199847099595203,1.2566485453279266,1.1423933670742645,0.7363648104411301,0.6837280646645922,0.7539016274685594,1.2985491860913374,1.4861534800517893
9,0.3888117323333333,-0.17602821630765458,0.3308998238010817,0.7397683395675327,-1.214791861730234,0.20815972218637457,-0.30928189871061706,0.43855343625562376,-0.634927172781972,-0.31531662076464234,-0.7419864416793154,-0.5200148549819099,-0.36222339182176544,-0.570576325079743,0.07303649713660756,-0.7024938781621597,-0.22445428176992596,0.05479294324947362,-1.6608486628818142,-0.16719981400063366,-0.5365627232755298,0.28296436958833326,0.0036945462038900645,-0.4831987628648614,-0.2444879429787153,0.6281116256813979,-0.2035487103138186,-0.44172770070066675,0.4250420306277031,-0.7467187374182895,0.3024683553588205,0.2299421077041423,0.193985359855827,-0.252799377470677,-0.7562470019554597,-0.3497820485034435,-1.0349683526939752,-0.33404056470143817,-0.36678466687677236,0.555911074728973,0.2788874866073221,-1.166040559185784,-0.7208692676747539,-0.25583207943827857,-0.14589021471140282,-0.4332834409796034,-0.7936856223387958,0.24988238750381542,-0.22165059220370956,-0.9833787319070739,0.0013769940767921207,-0.6956455394202941,-0.1740780073836371,0.2696222187374991,-0.038497282001200145,-0.6143276064033765,0.2572289860911166,-0.0719610018743869,-0.8369401671860783,0.46927014268494444,0.3931377408459214,-0.21490060102515327,0.875906272726581,-0.32193131941581155,0.28219074099951086,-0.49433398282210145,0.16695956685501534,-0.8108859966051671,0.1654765388168452,-0.6975729276282474,-0.17601884501589043,-0.8832491988887687,0.07766274215822244,-0.1386587955688166,-0.7988947312822838,-0.5447713265263381,-1.041220789051673,0.53205755024305,0.2411275903385524,-0.9811815442512606,0.020802285706559204,-0.2253719002174391,0.1397585511399857,-0.4367580763210994,0.17677471320527632,-0.6361296019600997,0.42999980705944224,-0.6422594497762515,0.643861452492779,-0.7162709289498574,0.4515742719004639,-0.9191289879986768,0.30386181547824614,-0.4878368570081686,-0.30003642800989394,0.058053224192712166,-0.31934278218001655,0.7672449802284875,-0.6763060662672664,-0.8224075456799504,-0.33520219320147826,-0.567796459163113
10,-0.3615464203333336,-0.6152524746477764,-0.6764195642499052,-0.22065757123677182,0.38646955737507216,-0.3961178951752661,0.0454038637338634,-0.9142796879386641,0.09838906325699892,-1.7340289259239348,-0.4148935862873471,-0.4021520815966734,0.11473840098129795,-0.9169193992648508,-1.1297121549229159,-0.3906840377507539,-1.156134362119662,-0.43951797224361056,-1.037338271322156,-1.051228974999319,-0.6272013252652179,-0.8272330532710036,-0.01461134835088318,-1.5370802399225125,-0.17569259889230443,-0.7820299024039308,-0.24332756798019511,-0.5946414099400843,-0.6024952769808865,-1.1342951096504907,-0.959365198241301,-0.13041615325818195,-0.38767554598417236,-0.6430955323142293,-0.9874215680507296,-0.5407570578795948,-0.14105319663020482,-0.943819438375556,-1.3659988034376402,-0.6253003051619709,-0.8513441596246982,-1.2048543297802234,-1.0347898882749444,-1.2191649442024777,-0.41945175805101664,-1.297140823421913,-0.7929272860518979,0.014929838336738332,-0.7579797930192521,-0.8574536256877433,-0.25305959134808087,-0.5223981941344329,-1.8080541823365515,-1.4379735881938762,-1.2837634086085088,-0.3119395334713086,-1.000982206126821,-0.5153740539056452,-1.0026344739921045,-0.708636594540999,-0.3265273571984835,0.012529635811067696,-1.0962443707759393,-0.13963150859307982,-1.2264272566529884,-0.3117289563199722,-0.9368801348628235,-0.7773403756516776,-0.11617562341478477,-0.8763805843293926,-1.2443378897893056,-0.15159143169855804,-1.2065572636104196,-0.3141116642189999,-0.17722474397218096,-1.3215991085793355,-0.04024543643685097,-0.5253036855537166,-0.4699819518245,-0.8654723752949698,-1.4636982879098057,-0.4829011662417012,0.3736516884946537,-1.4055223212134607,-1.1799490227817386,-0.7858003175007103,-0.7132372423179035,-0.8068832627059292,-0.25549918797082155,-0.08890406712258436,-0.4563021166204131,-1.1194519851118918,-0.9039555989228814,-0.7380283335398674,-0.16476481836318346,-0.9956895438452686,-1.4656497437102696,0.5062876265286363,-0.4131005672955933,-0.8586243674033388,-1.5034241993288195,-0.8978785761285275
14,0.4408396433333337,0.29490480846498285,-0.884523480201098,0.7793736091005359,0.061239891069313906,0.531949645436637,0.8338877822917325,-0.6426364379767537,1.1754872456841452,0.2259713321715097,0.5681594133225016,-0.5047282511003497,0.0038782795317720553,0.8536004479865242,0.08393687771669328,0.136523337636636,0.15442493113761604,0.5897368418227229,0.6685729484370766,-0.5588328477235256,0.7184669551312125,-0.2649164356749654,0.07950765173175767,0.4313345856314621,0.6801067591063177,0.3659523493956657,0.11959333205021122,0.38311209142370617,-0.14683623571935583,-0.19321692327974593,-0.14530157278658257,1.0305193700005537,0.014586888349898519,1.1802808820134525,-0.36591682019563915,0.6976026312409165,-0.05948260467686789,0.21005748112651207,-0.4821577070994843,0.40612833058126263,0.8140769400576506,0.8226924527754451,-0.047785367264010115,0.27699150247775606,0.39973786337152056,-0.22651044131652248,0.7471372331117584,0.6043432238063443,0.054422649584455335,-0.053766697136503616,0.2725660959217083,0.5127377532951389,0.3871348479340976,-0.22205996860956573,-0.19883444747974066,0.15346345884585266,0.10812275982746955,0.35280359887865376,-0.2165615457985131,0.450822688786641,0.10079766070736126,0.4839763705672051,1.5106106460087534,0.4414121361838468,0.2797325475960494,0.2195706866572327,0.6278514185010724,0.15911867757739762,0.4250465616505712,0.2577227692111556,0.8786731344906529,0.7483319070146429,0.7769889965960876,-0.3049294107702751,-0.10959627651070547,0.7167192415454939,-0.5125057096370493,0.501754524391246,0.26884524660249304,0.3714292542280244,0.382515190133793,-0.24412266620658113,0.6037439352893362,0.8763354520638442,0.6293855431683197,0.18269160323369754,0.4760335951858824,0.3637638984839887,0.1703505001184215,0.26822728087406117,-0.5426930816881019,-0.0791521233537798,0.8854877221892203,0.5855428726332019,-0.09926644095000581,-0.28672084292297667,1.0478114846713609,0.22267635723719265,0.7509154550403896,0.08158296747495883,0.44655682034421595,0.06992550484812796
15,0.14645877000000018,0.19251872572314893,-0.05528567358970954,1.415683833440265,-0.2734971418093805,0.3196559738157646,0.11202719021927296,-0.4497661982640226,-0.10329894014336077,-0.17600038110982102,-0.05314394705592376,0.11085427849681206,0.2752818753675067,0.7022454163185932,0.39215744955342113,-0.08040188536954335,-0.6319391456306307,0.30272119974426465,0.5764395288375277,0.7251152973834847,0.2951635984467598,0.5043181095558402,0.12963691145394302,0.7523390142556818,0.13507893515217775,0.015320818457849883,0.8094798493288717,0.2547789525983101,0.5417765583941039,-0.28797801560594993,1.2949704179664816,0.5481996617219302,0.26648498356224487,-0.4997125859784693,0.19962315156162833,0.22061875341623405,1.8829390176887377,0.3527323601615901,0.8425870448090873,0.5968507239342923,0.6667056644824196,0.8568232805405325,1.1392077721718123,1.1096173094760027,0.42244460238490683,0.7346670913687987,0.011876294287962552,0.10843300475144615,-0.45339601577944727,0.04136085065991105,-0.23667974127178315,-0.13730700821240477,-0.24178979240335052,0.26713554661794336,-0.09497870859834445,0.8908051130827075,-0.6502381104809782,0.13661004309059424,-0.14492349380716685,0.7722897454646445,0.2447615340715187,0.8170543763729536,0.20580725250733403,0.6382473171869709,0.027172761886210012,0.31322780737852773,0.8615002784077983,0.7275388962696094,-0.2805364668148894,0.4973111317103786,-0.12513181361065845,-0.6417774857875354,0.6528099114397361,0.24681461772769722,0.5700220399134306,0.8658109960347191,-0.6907406278428665,0.37831164606504075,0.33853445204119564,0.9213090992387043,0.6275120873857608,0.11015160406802986,-0.5880121592874259,1.106883752235945,0.2812838279058852,-0.0937605816615718,0.6372583533963598,0.022143642447371825,0.24750418149266698,0.2668058721260842,0.3283222351634595,0.12159547482506047,0.44587560381283126,0.07234845802637906,0.5088000876152352,0.21500780250007034,0.1458027919763195,0.31318686399211515,-0.2516096715534114,0.9551064038193409,0.35991744442187135,0.5211753433104984
17,0.4263266033333333,-0.639875639282796,-1.5724979493709799,-2.0448790077648913,-0.44690062102086436,-1.0791355264593034,-1.355134101007763,-0.06386465082433979,-0.20998149326375753,-0.5918988263002514,-1.1934288542304428,-0.18301961108581183,-0.5227938347506101,-0.4744029742282576,-1.0933673822342966,0.45757186132313454,-1.4454628325145435,-0.8403656996020596,-0.860166209959615,0.3857477439294579,0.45203037700892845,-0.34760658421115237,-1.2655333611606598,-0.616576080636946,-0.08512647406652374,-0.628396121154562,-0.6382288553790401,-0.9221315625005766,-0.06319638785505721,-0.32093773261826086,-0.5546204296800777,-1.2952857907200546,-0.45372683701408567,-0.1774083288848693,-0.7007090499686153,-0.8617882718625908,-0.3168634675567069,-0.11742894120077285,-0.05569243794797707,-1.1430328958831166,-0.6185216838950679,-0.5827410729069635,0.20640061872151028,-0.8719164500222856,-0.11778379656673654,-0.5156032297278037,-0.43316988220431957,-0.5328160539381314,-0.01573057270842715,-0.5431164028912492,-1.087662739869162,0.31590476553793523,-1.5001255534496816,-1.649266981484159,-0.5392963160340986,-1.2692810656395745,-0.3791011699111736,-1.2059321099564055,0.9299865693039728,-0.8024574342285903,-0.612553556311849,0.6687582985748659,-0.3999459347446774,-0.1130711754137208,0.34821642965907595,-0.49931237311668913,-1.209773442779413,-0.3611571009409612,-0.60548872532757,-0.3070669866302959,-1.5176325095706757,-1.0744374137603565,-0.6301671497555579,-0.9116560638752801,-0.8686199686690459,0.2219019341112679,-1.0261741894470158,-1.8729930606884266,0.4836747190800037,0.5020646303186878,-0.6815032783732513,-0.41339417036413717,-1.060088544865957,0.1428187523029396,-0.4340035907818274,-0.12996626353976914,-0.7113815057792456,-1.0876529901798975,-1.0868055718539456,-1.0878058295667743,-0.8586694299499478,-0.13802889981639588,-0.7031507329506893,0.24039606500210176,-1.0112318575752912,-0.6972020207906567,-0.22445257359082682,-0.431284641390461,-0.2433340833229835,-1.0867783349701994,-0.5828184557755196,-0.5210672649269471
